"","Compound","Catalog.No.","Rack.Number","M.w.","CAS.Number","Form","Targets..as.supplied.","Target.class..11Mar15.","Molecule.Type","Target.Species","Target.Type","Information","Smiles","Max.Solubility.in.DMSO","URL","Pathway","Plate","Position","Screen","phenotypic_Marker","NA","Elapsed","0","2","4","6","8","10","12","14","16","18","20","22","24","26","28","30","32","34","36","38","40","42","44","46","phenotypic_Marker","NA","Elapsed","0","2","4","6","8","10","12","14","16","18","20","22","24","26","28","30","32","34","36","38","40","42","44","46"
"79","SNS-032 (BMS-387032)","S1145","L1700-02",380.53,"345627-80-7","free base","CDK","CDK","Synthetic small molecule","Mammalian","Kinase","SNS-032 has firstly been described as a selective inhibitor of CDK2 with IC50 of 48 nM and is 10- and 20-fold selective over CDK1/CDK4. It is also found to be sensitive to CDK7/9 with IC50 of 62 nM/4 nM, with little effect on CDK6. Phase 1.","C1(=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3)C(C)(C)C",199,"http://www.selleckchem.com/products/SNS-032.html","Cell Cycle",1,"d7","C2C12 Diff Tunicamycin","Con",NA,"D7","99.81577","99.73785","99.58678","99.5474","99.63147","99.88029","99.97685","99.96883","99.94785","100","100","99.97333","100","100","100","100","100","100","100","100","100","100","100","100","SG",NA,"D7","84.00169","89.57087","81.21711","77.04023","109.9912","151.76","220.9105","273.8177","307.6968","329.0453","354.1066","393.0908","420.4726","444.1416","478.9489","520.7177","547.6354","573.6248","601.0066","620.0346","633.4935","648.8087","661.8034","678.975"
"80","Oxcarbazepine","S1391","L1700-04",252.27,"28721-07-5","free base","Sodium Channel","Sodium Channel","Synthetic small molecule","Mammalian","Channel","Oxcarbazepine inhibits the binding of [3H]BTX to sodium channels with IC50 of 160 μM and also inhibits the influx of 22Na+ into rat brain synaptosomes with IC50 about 100 μM.","N1(C2=C(C(CC3=C1C=CC=C3)=O)C=CC=C2)C(N)=O",27,"http://www.selleckchem.com/products/Oxcarbazepine.html","Transmembrane Transporters",1,"d8","C2C12 Diff Tunicamycin","Con",NA,"D8","99.51301","99.62174","99.65551","99.59299","99.5709","99.34964","99.00647","98.75428","99.01435","99.01372","99.34004","99.33541","99.54788","99.71375","99.72244","99.67637","99.73868","99.88927","99.67651","99.83159","99.86702","99.88408","99.92704","99.78993","SG",NA,"D8","70.54286","71.47105","68.22237","60.33271","58.94042","69.61466","82.1453","88.64268","102.5656","110.4553","125.7705","174.9649","215.3414","243.6513","267.7844","277.5305","291.9175","290.9893","293.3098","286.3483","281.7073","262.2152","251.0769","245.9718"
"81","Capecitabine ","S1156","L1700-02",359.35,"154361-50-9","free base","DNA/RNA Synthesis","DNA/RNA Metabolism","","Mammalian","Nucleic acid metabolism","Capecitabine is a tumor-selective fluoropyrimidine carbamate which achieves higher intratumoral 5-FU level with lower toxicity than 5-FU.","N1=C(C(=CN(C1=O)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)C)F)NC(OCCCCC)=O",200,"http://www.selleckchem.com/products/Capecitabine(Xeloda).html","DNA Damage",1,"d9","C2C12 Diff Tunicamycin","Con",NA,"D9","99.80872","99.89465","99.88242","99.91675","99.95248","99.78524","99.84781","99.80879","99.76396","99.93306","99.792","99.97402","99.95889","100","100","100","99.95827","100","100","100","100","99.97361","99.94315","99.98038","SG",NA,"D9","78.89662","82.1453","83.0735","71.93516","67.75828","85.39399","101.6374","113.2399","122.0577","138.3011","171.7162","204.203","247.3641","279.3869","298.879","308.625","325.7966","345.2887","338.7914","325.7966","316.5147","303.984","300.2713","276.1382"
"82","Tenofovir ","S1401","L1700-04",287.21,"147127-20-6","free base","Reverse Transcriptase","Reverse Transcriptase","Synthetic small molecule","Virus","Reverse Transcriptase","Tenofovir blocks reverse transcriptase and hepatitis B virus infections.","N1=CN=C2C(=C1N)N=CN2C[C@H](OCP(=O)(O)O)C",13,"http://www.selleckchem.com/products/Tenofovir.html","Microbiology",1,"d10","C2C12 Diff Tunicamycin","Con",NA,"D10","99.41512","99.58243","99.84036","99.7717","99.68618","99.72279","99.86095","99.82938","99.92421","99.90218","99.92574","100","99.89513","99.97803","99.92774","99.97823","99.90639","99.95419","99.81528","99.97374","99.83807","99.82281","99.85997","99.85749","SG",NA,"D10","101.6374","114.6321","99.31693","88.17857","88.64268","109.9912","117.8808","119.2731","126.2346","132.2679","150.8318","174.5008","190.7442","211.1645","243.1872","276.6023","291.9175","285.4201","288.2047","292.3816","266.8562","261.7511","240.4026","213.9491"
"83","Cisplatin","S1166","L1700-02",300.05,"15663-27-1","free base","DNA/RNA Synthesis","DNA/RNA Metabolism","","Mammalian","Nucleic acid metabolism","Cisplatin is an inorganic platinum complex, which is able to inhibit DNA synthesis by conforming DNA adducts. ","[Pt](N)(Cl)(Cl)N",199,"http://www.selleckchem.com/products/Cisplatin.html","DNA Damage",1,"d11","C2C12 Diff Tunicamycin","Con",NA,"D11","99.84161","99.91226","99.89797","99.81818","99.84637","99.86198","99.92671","99.92042","99.97989","99.96455","99.97437","99.95053","99.93616","99.93395","99.97961","99.98071","100","100","99.90322","100","100","99.95454","99.90204","99.97471","SG",NA,"D11","111.8476","125.3064","121.1295","123.9141","124.3782","129.4833","140.6216","142.0139","144.3344","160.1137","167.5393","194.9211","215.3414","242.7231","273.3536","297.0226","316.9788","321.1557","322.5479","331.3658","329.0453","317.4429","296.5585","286.3483"
"84","Droxinostat","S1422","L1700-04",243.69,"99873-43-5","free base","HDAC","HDAC","Synthetic small molecule","Mammalian","Epigenetic enzyme","Droxinostat (CMH, 5809354) is a selective inhibitor of HDAC, mostly for HDACs 6 and 8 with IC50 of 2.47μM and 1.46 μM, greater than 8-fold selective against HDAC3 and no inhibition to HDAC1, 2, 4, 5, 7, 9, and 10.","C1=C(C=C(C(=C1)OCCCC(NO)=O)C)Cl",201,"http://www.selleckchem.com/products/Droxinostat.html","Cytoskeletal Signaling",1,"d12","C2C12 Diff Tunicamycin","Con",NA,"D12","99.75685","99.85445","99.89893","99.95938","99.95847","99.88831","99.97582","100","100","100","100","100","100","99.97229","100","99.96877","99.91462","100","100","100","100","99.95951","100","100","SG",NA,"D12","117.8808","121.1295","114.6321","110.4553","103.0297","120.2013","145.7267","167.0752","175.429","185.175","188.8878","220.9105","245.9718","290.9893","316.5147","342.5042","360.604","362.4604","362.4604","352.2502","354.5707","350.8579","319.2993","310.9455"
"85","MK-2866 (GTx-024)","S1174","L1700-02",389.33,"841205-47-8","free base","Androgen Receptor","Androgen Receptor","Synthetic small molecule","Mammalian","Receptor","MK-2866 (GTx-024) is a selective androgen receptor modulator (SARM) with Ki of 3.8 nM, and is tissue-selective for anabolic organs. Phase 3.","C([C@@](COC1C=CC(=CC=1)C#N)(C)O)(=O)NC2C=C(C(=CC=2)C#N)C(F)(F)F",200,"http://www.selleckchem.com/products/Ostarine.html","Endocrinology &amp; Hormones",1,"d13","C2C12 Diff Tunicamycin","Con",NA,"D13","99.505","99.52606","99.46624","99.55701","99.34978","99.24913","98.82197","99.09744","98.93816","98.8704","99.29984","99.58644","99.40891","99.76134","99.62961","99.74171","99.40607","99.4643","99.65739","99.39496","99.4706","99.59003","99.52731","99.39351","SG",NA,"D13","99.78102","100.7092","94.67594","87.71448","73.32745","81.21711","100.7092","105.8143","122.5218","135.0524","134.5883","156.8651","180.0699","220.9105","251.541","280.7791","303.0558","310.4814","309.5532","299.8072","295.1662","290.5252","289.1329","271.0331"
"86","Tizanidine HCl","S1437","L1700-04",290.17,"64461-82-1","hydrochloride","Adrenergic Receptor","Adrenergic Receptor","","Mammalian","Receptor","Tizanidine HCl is an α2-adrenergic receptor agonist and inhibits neurotransmitter release from CNS noradrenergic neurons.","C1(C=CC2C(C=1NC3NCCN=3)=NSN=2)Cl.Cl",34,"http://www.selleckchem.com/products/Tizanidine-hydrochloride.html","Neuronal Signaling",1,"d14","C2C12 Diff Tunicamycin","Con",NA,"D14","99.6725","99.69627","99.71554","99.75519","99.56302","99.52488","99.42031","99.41271","99.6705","99.66898","99.45567","99.54485","99.45007","99.57724","99.7261","99.95944","99.79539","99.67734","99.82178","99.9173","99.88387","99.76265","99.94785","99.91745","SG",NA,"D14","110.4553","107.2066","103.4938","100.7092","102.5656","120.2013","125.7705","128.5551","125.3064","123.9141","142.478","168.0034","190.7442","225.0874","255.2538","285.8842","285.4201","277.5305","292.8457","292.8457","284.956","267.3203","263.1434","258.5025"
"87","Ritonavir","S1185","L1700-02",720.94,"155213-67-5","free base","HIV Protease","P450","Synthetic small molecule","Mammalian","Protease","Ritonavir is an antiretroviral drug which inhibits a particular liver enzyme that normally metabolizes protease inhibitors, cytochrome P450-3A4 (CYP3A4).","C1=CC=CC=C1C[C@@H]([C@H](C[C@H](CC2=CC=CC=C2)NC([C@@H](NC(N(CC3=CSC(=N3)C(C)C)C)=O)C(C)C)=O)O)NC(OCC4=CN=CS4)=O",138,"http://www.selleckchem.com/products/Ritonavir.html","Proteases",1,"d15","C2C12 Diff Tunicamycin","Con",NA,"D15","99.60432","99.50651","99.82888","99.75105","99.78269","99.85707","99.91462","99.92084","99.83546","99.79525","99.878","99.93362","99.89804","99.95592","99.94016","100","100","99.95709","99.94978","99.87331","99.93195","99.9276","99.97933","99.84664","SG",NA,"D15","84.92989","94.21185","87.25038","76.57613","80.28892","89.57087","116.9526","124.3782","128.091","133.1961","134.5883","145.7267","165.2188","182.3904","209.3081","224.6233","245.5077","252.0051","262.2152","258.9666","270.1049","270.569","265.4639","251.0769"
"88","Zonisamide","S1445","L1700-04",212.23,"68291-97-4","free base","Others","Other","","Mammalian","Other","Zonisamide is a sulfonamide anticonvulsant approved for use as an adjunctive.","C12=CC=CC=C1ON=C2CS(N)(=O)=O",197,"http://www.selleckchem.com/products/Zonisamide.html","Others",1,"d16","C2C12 Diff Tunicamycin","Con",NA,"D16","99.33368","99.60135","99.3857","99.44745","99.36573","99.57317","99.19719","99.41222","99.41167","99.45747","99.63278","99.81432","99.80313","99.86764","99.79359","99.78529","99.68742","99.71671","99.91932","99.93927","100","99.8626","99.75381","99.89555","SG",NA,"D16","76.57613","75.64793","75.64793","71.93516","77.96842","94.67594","122.9859","141.5498","146.6549","157.3291","166.6111","190.7442","232.513","254.3256","278.9228","288.2047","295.1662","284.956","279.3869","275.21","281.7073","275.6741","275.6741","268.2485"
"89","CUDC-101","S1194","L1700-02",434.49,"1012054-59-9","free base","HDAC,HER2,EGFR","ERBB,HDAC","Synthetic small molecule","Mammalian","Kinase","CUDC-101 is a potent multi-targeted inhibitor against HDAC, EGFR and HER2 with IC50 of 4.4 nM, 2.4 nM, and 15.7 nM, and inhibits class I/II HDACs, but not class III, Sir-type HDACs. Phase 1.","C12=C(N=CN=C1NC3=CC(=CC=C3)C#C)C=C(C(=C2)OCCCCCCC(NO)=O)OC",46,"http://www.selleckchem.com/products/CUDC-101.html","Epigenetics",1,"d17","C2C12 Diff Tunicamycin","Con",NA,"D17","99.75014","99.81853","99.89259","99.87649","99.86991","99.94404","99.98051","100","100","100","99.95647","100","100","99.98135","100","100","100","100","100","100","99.97594","99.98079","99.95226","99.9772","SG",NA,"D17","101.1733","101.1733","95.60414","86.78629","108.5989","194.9211","305.8404","422.7931","504.4743","536.0329","555.9891","578.7299","596.3657","622.3551","628.3884","647.8805","657.1624","654.3779","656.6984","654.3779","661.8034","670.6213","692.4339","729.0976"
"90","Zibotentan (ZD4054)","S1456","L1700-04",424.43,"186497-07-4","free base","Endothelin Receptor","Endothelin Receptor","Synthetic small molecule","Mammalian","Receptor","Zibotentan (ZD4054) is a specific Endothelin (ETA) antagonist with IC50 of 21 nM, exhibiting no activity at ETB. Phase 3.","C1(C(=CC=CN=1)S(=O)(=O)NC2C(=NC(=CN=2)C)OC)C3C=CC(=CC=3)C4OC=NN=4",56,"http://www.selleckchem.com/products/Zibotentan(ZD4054).html","GPCR &amp; G Protein",1,"d18","C2C12 Diff Tunicamycin","Con",NA,"D18","99.34653","99.67188","99.41942","99.60972","99.26481","99.13737","99.37589","99.16148","99.13393","99.42618","99.57932","99.72742","99.49961","99.90757","99.94577","99.9106","99.82372","99.9792","99.85997","99.77356","99.97562","99.93595","99.83054","99.86813","SG",NA,"D18","96.99644","108.5989","96.06824","86.78629","92.35545","110.4553","118.809","116.9526","124.3782","114.6321","133.1961","169.8598","211.1645","237.6181","251.541","273.3536","284.4919","283.0996","287.7406","290.5252","273.8177","264.5357","255.7179","237.154"
"91","Dutasteride","S1202","L1700-02",528.53,"164656-23-9","free base","5-alpha Reductase","5-alpha Reductase","Synthetic small molecule","Mammalian","Metabolism-related","Dutasteride is a dual 5-α reductase inhibitor that inhibits conversion of testosterone to dihydrotestosterone (DHT).","C1C(N[C@]2([C@](C=1)([C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H](CC4)C(NC5=CC(=CC=C5C(F)(F)F)C(F)(F)F)=O)C)[H])[H])[H])C)[H])=O",117,"http://www.selleckchem.com/products/Dutasteride.html","Endocrinology &amp; Hormones",1,"d19","C2C12 Diff Tunicamycin","Con",NA,"D19","99.54236","99.70697","99.75318","99.80388","99.8467","99.71256","99.66159","99.74552","99.44912","99.4956","99.61482","99.76361","99.53214","99.92262","99.76057","99.72002","99.74109","99.90225","99.97761","99.92069","99.89381","99.9334","99.87524","99.87448","SG",NA,"D19","101.1733","109.063","96.99644","90.96317","90.49906","102.5656","123.9141","135.5166","139.2293","148.0472","162.4342","174.9649","210.2363","239.4744","269.6408","286.8124","316.5147","310.9455","322.5479","326.7248","328.1171","322.0839","307.2327","297.9508"
"92","Calcitriol","S1466","L1700-04",416.64,"32222-06-3","free base","Others","N/A","Metabolite","Mammalian","N/A","Calcitriol is the hormonally active form of vitamin D.","[C@@H]1(C[C@@H](C(/C(C1)=C\C=C2\[C@]3([C@](CCC2)([C@@H](CC3)[C@@H](CCCC(C)(C)O)C)C)[H])=C)O)O",199,"http://www.selleckchem.com/products/Calcitriol-(Rocaltrol).html","Others",1,"d20","C2C12 Diff Tunicamycin","Con",NA,"D20","99.65868","99.71602","99.64957","99.78199","99.65972","99.53947","99.48994","99.36028","99.28194","99.54582","99.60211","99.87386","99.77412","99.62242","99.73882","99.7786","99.7576","99.64045","99.5233","99.77238","99.79111","99.77294","99.71111","99.56261","SG",NA,"D20","67.29417","71.00696","73.32745","69.61466","75.18384","92.81956","122.5218","147.119","164.7547","184.2468","189.816","204.6671","223.6951","226.0156","225.5515","243.1872","246.4359","250.1487","255.2538","249.6846","242.7231","236.6899","231.1207","235.7617"
"93","Imiquimod","S1211","L1700-02",240.3,"99011-02-6","free base","Others","TLR7","Synthetic small molecule","Mammalian","Signaling-related","Imiquimod is a novel synthetic agent with immune response modifying activity.","N1=C2C(=C3C(=C1N)N=CN3CC(C)C)C=CC=C2",12,"http://www.selleckchem.com/products/Imiquimod.html","Angiogenesis",1,"d21","C2C12 Diff Tunicamycin","Con",NA,"D21","99.65855","99.71735","99.78655","99.58774","99.4174","99.29356","99.12314","99.11237","99.24762","99.09323","98.66663","98.94175","99.15043","99.35275","99.66476","99.66525","99.54029","99.65192","99.6412","99.57932","99.72673","99.57394","99.72797","99.79324","SG",NA,"D21","75.18384","71.00696","71.47105","71.93516","72.86335","89.57087","106.7425","127.1628","131.8038","142.0139","147.119","161.9701","189.3519","205.1312","232.9771","242.259","247.8282","249.6846","262.2152","256.6461","249.2205","225.0874","212.5568","214.8773"
"94","SB525334","S1476","L1700-04",343.42,"356559-20-1","free base","TGF-beta/Smad","ALK4/5","Synthetic small molecule","Mammalian","Kinase","SB525334 is a potent and selective inhibitor of TGFβ receptor I (ALK5) with IC50 of 14.3 nM, is 4-fold less potent to ALK4 than ALK5 and inactive to ALK2, 3, and 6.","C1(=CC=C2C(=C1)N=CC=N2)C3NC(=NC=3C4=CC=CC(=N4)C)C(C)(C)C",200,"http://www.selleckchem.com/products/SB-525334.html","TGF-beta/Smad",1,"d22","C2C12 Diff Tunicamycin","Con",NA,"D22","99.51757","99.46548","99.39391","99.47771","99.43406","99.44323","99.11353","99.27","99.32912","99.79608","99.57441","99.74815","99.81287","99.96289","99.94729","99.94121","99.9783","99.9053","99.98032","99.9566","100","99.97623","100","99.90903","SG",NA,"D22","72.86335","82.1453","82.1453","72.86335","72.86335","84.00169","110.9194","124.8423","136.9088","136.9088","147.119","185.175","224.1592","253.8615","272.4254","294.238","307.6968","305.3763","327.653","327.653","319.2993","290.0611","265.4639","253.3974"
"95","CO-1686 (AVL-301)","S7284","L1700-21",555.55,"1374640-70-6","free base","EGFR","ERBB","Synthetic small molecule","Mammalian","Kinase","CO-1686 is an irreversible, mutant-selective EGFR inhibitor with Ki of 21.5 nM and 303.3 nM for EGFRL858R/T790M and EGFRWT, respectively. Phase 1/2.","C1(=CN=C(N=C1NC2=CC=CC(=C2)NC(=O)C=C)NC3=C(C=C(C=C3)N4CCN(CC4)C(C)=O)OC)C(F)(F)F",180,"http://www.selleckchem.com/products/co-1686.html","Protein Tyrosine Kinase",1,"d23","C2C12 Diff Tunicamycin","Con",NA,"D23","99.86633","99.86211","99.62746","99.75615","99.8503","99.91365","99.91538","99.76991","99.89493","99.88857","99.8997","99.90134","99.95992","100","100","99.95393","99.95177","100","99.9783","100","100","99.93438","99.97871","99.97726","SG",NA,"D23","87.25038","88.64268","83.0735","89.57087","116.0244","170.788","219.5182","267.7844","285.8842","294.7021","304.9122","329.9735","371.7423","417.2239","454.8158","481.2694","500.2974","510.5075","505.8666","497.5128","476.1643","458.0645","437.6442","418.6162"
"96","WZ4003","S7317","L1700-21",496.99,"1214265-58-3","free base","AMPK","NUAK1/2","Synthetic small molecule","Mammalian","Kinase","WZ4003 is a highly specific NUAK kinase inhibitor with IC50 of 20 nM and 100 nM for NUAK1 and NUAK2, respectively, without significant inhibition on 139 other kinases.","N1=C(N=C(C(=C1)Cl)OC2=CC(=CC=C2)NC(CC)=O)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC",14,"http://www.selleckchem.com/products/wz4003.html","PI3K/Akt/mTOR",1,"d24","C2C12 Diff Tunicamycin","Con",NA,"D24","99.42562","99.64384","99.61054","99.35938","99.66476","99.47903","99.28056","99.16673","98.80188","98.59382","98.43411","97.66046","97.50905","97.78873","98.00024","97.75986","97.45068","97.62695","97.91756","97.35701","96.96542","95.99026","95.59743","93.98513","SG",NA,"D24","101.1733","103.9579","102.5656","96.06824","97.46053","102.5656","107.2066","131.3397","127.1628","129.0192","138.7652","168.9316","200.4902","222.3028","258.5025","267.3203","293.7739","278.9228","274.7459","272.4254","261.7511","259.4307","250.6128","246.9"
"97","Linifanib (ABT-869)","S1003","L1700-01",375.41,"796967-16-3","free base","CSF-1R,PDGFR,VEGFR","CSF1R,PDGFR,VEGFR","Synthetic small molecule","Mammalian","Kinase","Linifanib (ABT-869) is a novel, potent ATP-competitive VEGFR/PDGFR inhibitor for KDR, CSF-1R, Flt-1/3 and PDGFRβ with IC50 of 4 nM, 3 nM, 3 nM/4 nM and 66 nM respectively, mostly effective in mutant kinase-dependent cancer cells (i.e. FLT3). Phase 3. ","C12=CC=CC(=C1C(=NN2)N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C)F",199,"http://www.selleckchem.com/products/ABT-869.html","Protein Tyrosine Kinase",1,"e1","C2C12 Diff Tunicamycin","Con",NA,"E1","99.5237","99.7612","99.85278","99.82101","99.8235","99.6609","99.47073","99.44599","99.05946","98.8407","98.35647","98.26266","98.49249","97.85477","97.48734","97.59409","97.04913","96.50661","95.74539","95.22062","94.10574","94.20216","92.99299","92.0789","SG",NA,"E1","59.40451","72.86335","67.29417","61.725","64.97369","85.85809","107.2066","133.1961","157.3291","176.8212","206.5235","219.0542","228.8002","238.0822","251.541","275.6741","288.6688","298.4149","296.0944","301.6635","289.597","281.7073","270.1049","256.182"
"98","OSI-930","S1220","L1700-03",443.44,"728033-96-3","free base","c-Kit,CSF-1R,VEGFR","KIT,CSF-1R,VEGFR","Synthetic small molecule","Mammalian","Kinase","OSI-930 is a potent inhibitor of Kit, KDR and CSF-1R with IC50 of 80 nM, 9 nM and 15 nM, respectively; also potent to Flt-1, c-Raf and Lck and low activity against PDGFRα/β, Flt-3 and Abl. Phase 1.","C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(NC4=CC=C(C=C4)OC(F)(F)F)=O",200,"http://www.selleckchem.com/products/OSI-930.html","Protein Tyrosine Kinase",1,"e2","C2C12 Diff Tunicamycin","Con",NA,"E2","99.09717","99.31897","99.30267","99.24044","98.97124","99.23","98.73901","98.65475","98.69114","98.73238","98.27434","97.74023","98.13425","98.24705","97.39727","98.35792","97.80006","98.06642","98.12948","98.20602","97.35466","98.50947","98.82826","98.8505","SG",NA,"E2","67.29417","72.86335","74.71974","68.22237","71.47105","77.04023","84.92989","101.6374","115.5603","123.9141","137.3729","143.8703","174.5008","201.4184","219.9823","235.7617","236.2258","235.2976","226.4797","218.59","213.485","220.9105","224.6233","212.5568"
"99","Afatinib (BIBW2992)","S1011","L1700-01",485.94,"439081-18-2","free base","EGFR,HER2","ERBB","Synthetic small molecule","Mammalian","Kinase","Afatinib (BIBW2992) irreversibly inhibits EGFR/HER2 including EGFR(wt), EGFR(L858R), EGFR(L858R/T790M) and HER2 with IC50 of 0.5 nM, 0.4 nM, 10 nM and 14 nM, respectively; 100-fold more active against Gefitinib-resistant L858R-T790M EGFR mutant. Phase 3.","C1(=C(C=C(C=C1)NC2=NC=NC3=C2C=C(C(=C3)O[C@H]4CCOC4)NC(/C=C/CN(C)C)=O)Cl)F",199,"http://www.selleckchem.com/products/BIBW2992.html","Protein Tyrosine Kinase",1,"e3","C2C12 Diff Tunicamycin","Con",NA,"E3","99.65952","99.769","99.85134","99.7272","99.92394","99.94839","100","99.97215","100","99.97603","99.93817","99.98051","99.91331","100","100","99.98024","100","100","100","100","100","100","100","100","SG",NA,"E3","73.32745","72.86335","71.00696","73.79154","125.7705","218.59","300.7354","369.4218","397.2677","391.6985","387.9857","375.9192","380.5602","372.6705","386.5934","419.0803","474.3079","514.6844","564.3429","604.7194","636.7421","665.9803","685.9365","698.0031"
"100","Idarubicin HCl","S1228","L1700-03",533.95,"57852-57-0","hydrochloride","Topoisomerase","TOP2","Synthetic small molecule","Mammalian","Nucleic acid metabolism","Idarubicin HCl is a hydrochloride salt form of Idarubicin which is an anthracycline antibiotic and a DNA topoisomerase II (topo II) inhibitor for MCF-7 cells with IC50 of 3.3 ng/mL.","C1(=CC=C2C(=C1)C(C3=C(C2=O)C(=C4C(=C3O)[C@@H](C[C@@](C4)(C(C)=O)O)O[C@@H]5O[C@H]([C@H]([C@H](C5)N)O)C)O)=O).Cl",187,"http://www.selleckchem.com/products/Idarubicin.html","DNA Damage",1,"e4","C2C12 Diff Tunicamycin","Con",NA,"E4","99.67416","99.32256","98.9519","99.28368","98.88186","98.94831","99.34563","99.60122","99.81632","99.91102","99.87068","99.96304","99.96151","100","100","100","99.98135","100","100","100","100","100","100","100","SG",NA,"E4","313.7301","444.6057","624.6756","836.7682","941.1902","1060.927","1113.835","1146.786","1190.875","1140.752","1160.708","1189.018","1125.901","1173.703","1174.167","1229.395","1208.047","1208.975","1237.749","1210.367","1241.462","1249.815","1255.385","1266.523"
"101","Ridaforolimus (Deforolimus, MK-8669)","S1022","L1700-01",990.21,"572924-54-0","free base","mTOR","FKBP12/MTOR","Synthetic small molecule","Mammalian","Signaling-related","Ridaforolimus (Deforolimus) is a selective mTOR inhibitor with IC50 of 0.2 nM; while not classified as a prodrug, mTOR inhibition and FKBP12 binding is similar to rapamycin.","[C@H]1(C[C@@H](CC[C@@H]1OP(C)(=O)C)C[C@H]([C@@H]2CC([C@@H](/C=C(/[C@H]([C@@H](OC)C([C@@H](C[C@@H](/C=C/C=C/C=C(/[C@H](C[C@]3(CC[C@H]([C@](C(C(N4[C@](C(O2)=O)(CCCC4)[H])=O)=O)(O3)O)C)[H])OC)C)C)C)=O)O)C)C)=O)C)OC",199,"http://www.selleckchem.com/products/Deforolimus.html","PI3K/Akt/mTOR",1,"e5","C2C12 Diff Tunicamycin","Con",NA,"E5","99.62064","99.77238","99.7994","99.82896","99.83179","99.84063","99.79539","99.81937","99.61704","99.85687","99.65683","99.84409","99.81411","99.84188","99.75967","99.8394","99.96719","99.83669","99.93611","99.93188","99.89561","99.95806","99.83401","99.8633","SG",NA,"E5","109.9912","109.5271","96.53233","81.21711","70.07877","66.36598","70.54286","74.71974","90.49906","108.5989","140.1575","173.5726","207.4517","228.8002","254.7897","268.2485","286.8124","299.8072","301.6635","291.9175","296.5585","295.6303","291.9175","282.6355"
"102","Agomelatine","S1243","L1700-03",243.3,"138112-76-2","free base","5-HT Receptor","5-HT Receptor","Synthetic small molecule","Mammalian","Receptor","Agomelatine is classified as a norepinephrine-dopamine disinhibitor (NDDI) due to its antagonism of the 5-HT2C receptor.","C(C)(=O)NCCC1C=CC=C2C=CC(=CC=12)OC",201,"http://www.selleckchem.com/products/Agomelatine.html","Neuronal Signaling",1,"e6","C2C12 Diff Tunicamycin","Con",NA,"E6","99.53635","99.68819","99.80479","99.76892","99.69157","99.72942","99.69751","99.75829","99.78088","99.78945","99.69509","99.81307","99.80134","99.77356","99.75622","99.82709","99.87193","99.76354","99.82882","99.87144","99.78468","99.81113","99.89699","99.82336","SG",NA,"E6","102.1015","104.8861","82.60941","70.54286","63.58139","78.43253","83.5376","89.57087","92.81956","102.5656","127.1628","161.506","193.5288","227.4079","250.6128","267.7844","265.928","272.8895","288.2047","280.7791","271.4972","249.2205","232.9771","205.5953"
"103","NVP-AEW541","S1034","L1700-01",439.55,"475489-16-8","free base","IGF-1R","INSR, IGF1R, FLT3, TEK, HER4","Synthetic small molecule","Mammalian","Kinase","NVP-AEW541 is a potent inhibitor of IGF-1R with IC50 of 86 nM, 27-fold greater selectivity for IGF-1R than InsR.","C1=CC(=CC(=C1)OCC2=CC=CC=C2)C3=CN(C4=C3C(=NC=N4)N)[C@@H]5C[C@@H](C5)CN6CCC6",200,"http://www.selleckchem.com/products/NVP-AEW541.html","Protein Tyrosine Kinase",1,"e7","C2C12 Diff Tunicamycin","Con",NA,"E7","98.87213","99.1237","99.17549","99.1764","99.29189","99.34302","99.89252","99.8347","99.86951","99.8568","99.7882","100","99.96809","100","99.98071","100","100","100","100","100","100","100","100","100","SG",NA,"E7","84.92989","88.64268","84.4658","82.1453","90.03497","120.2013","183.3186","218.59","235.2976","240.4026","243.6513","254.3256","276.6023","329.9735","381.9525","445.5338","492.8718","540.2098","571.3044","596.3657","613.0732","632.5652","638.1345","651.1292"
"104","Nepafenac","S1255","L1700-03",254.28,"78281-72-8","free base","Others","COX","","Mammalian","Metabolism-related","Nepafenac is a non-steroidal anti-inflammatory agent.","C(CC1C(=C(C=CC=1)C(C2C=CC=CC=2)=O)N)(=O)N",200,"http://www.selleckchem.com/products/Nepafenac.html","Others",1,"e8","C2C12 Diff Tunicamycin","Con",NA,"E8","99.89659","99.85943","99.8653","99.83076","99.65868","99.54057","99.63367","99.66595","99.61283","99.5968","99.82674","99.88525","99.95765","99.9113","99.91371","99.97527","99.89722","99.95834","99.92056","99.90163","99.88345","99.88531","99.75477","99.84346","SG",NA,"E8","69.15057","77.04023","75.64793","65.90189","68.68647","82.1453","92.35545","103.9579","108.1348","121.1295","143.4062","188.4237","223.231","257.1102","277.9946","308.1609","334.6145","354.1066","364.7809","339.2555","327.1889","312.3378","285.4201","257.1102"
